SLFN,SVRPolynomial,SVRRBF,SVRLinear,ARIMA
0.5294108390808105,0.5476208320154798,0.5560752062412578,0.5664233918388744,0.6129582143487808
0.5679904818534851,0.597736782162922,0.5975593717139828,0.5796318710125303,0.6024429491082482
0.5816086530685425,0.6140724315491384,0.6063985518749747,0.583223815644629,0.60845492567001
0.5784866809844971,0.6221658214773027,0.6225972869331847,0.5953066793442674,0.6027771549693307
0.5901303291320801,0.6141636572521556,0.6179648576788034,0.5977114235283933,0.5865287766019367
0.5794529318809509,0.6145642039721053,0.6206471075984502,0.5929761877423967,0.5867270347752226
0.5802689790725708,0.6618000805341044,0.6554678903190522,0.5898798927576567,0.5857281793438661
0.5901216268539429,0.6623154798589541,0.6525499499324844,0.5899442013685363,0.590334432554506
0.5893915891647339,0.6486199529121377,0.6410231480569585,0.6002088227362814,0.5714971117710066
0.5844992995262146,0.6207484583669476,0.6220334219313647,0.5902727658414555,0.5473593138541727
0.5674496293067932,0.5894949232743374,0.5858883740653057,0.574498651356895,0.5220706559265303
0.5360402464866638,0.5567831876732472,0.5508829719655345,0.5534496489158343,0.5250892391732851
0.523421049118042,0.5499583442361848,0.5468022477940161,0.544844798045407,0.49833760856614023
0.5205143094062805,0.5172978311652658,0.5159167103096537,0.536622956220498,0.4757343875709097
0.49323827028274536,0.46797066394891723,0.47397783036448005,0.528322737929418,0.4704968940096604
0.4708884358406067,0.483437314127897,0.4729400399579281,0.515953284550615,0.47148817319128633
0.467583030462265,0.4848520408092341,0.473004223452386,0.5042128878678462,0.4908934458889702
0.4749544858932495,0.5336223616842948,0.5131878820774284,0.5180726824225383,0.4974517255411615
0.49233198165893555,0.5530494907388221,0.5244146387203018,0.520685322122076,0.4705372350476334
0.4916088581085205,0.5390846256637047,0.5016139068340212,0.5150874795972264,0.47150394527900713
0.48317793011665344,0.5661554965660185,0.5379830396964939,0.5200395997540632,0.5064119497828539
0.5034319162368774,0.6046424045539529,0.5789799437958277,0.5342869832622632,0.49658553036588426
0.5050431489944458,0.5852887341548987,0.5711567382272263,0.5341328372328911,0.4704007080575232
0.4900675117969513,0.522985675027327,0.5089106750076172,0.514606247457152,0.4748267710476828
0.4576278030872345,0.5523205117951264,0.5286988287789481,0.5098850894857372,0.47551038061403994
0.454975426197052,0.5581859168535972,0.5324661937487268,0.5002284107876258,0.4674829125893151
0.4523908197879791,0.5615020237028958,0.5365154384273768,0.5006771362209079,0.4791505612213046
0.45494475960731506,0.6189760240257167,0.5917282292506593,0.500757063433227,0.50220508771394
0.4609064757823944,0.6944693333890462,0.6522719762047214,0.5207840031772246,0.5159512404895515
0.4886622726917267,0.6880037033588826,0.6474125670104575,0.5271971826448516,0.5097140749246158
0.49349746108055115,0.664875540743809,0.6314410109055225,0.5347251978651173,0.5003394560866284
0.4820946455001831,0.6492450515572796,0.6003876663073592,0.5306533247038747,0.4992125331132923
0.4720933437347412,0.7048713407832998,0.6169479725126844,0.5274308118524174,0.4927723485515356
0.47469863295555115,0.7059751948399742,0.6322300511362747,0.5241319676746117,0.4922258691038262
0.48273035883903503,0.6770123299245301,0.6185907868355162,0.532033118865797,0.5065524196441418
0.48838552832603455,0.6987548700826454,0.6535451796062476,0.5403103660756192,0.5007415023538124
0.4981842041015625,0.6748615956833104,0.6418753584170639,0.5409165293751286,0.5039793992327002
0.49943387508392334,0.6359103812007552,0.5976863414984851,0.5422097620605519,0.49426475914331636
0.4958382844924927,0.5235062637937047,0.5249591792398186,0.5380119359064355,0.49878292767976384
0.46858105063438416,0.49603037533761035,0.5111833454588003,0.5357237535221577,0.5074343832885803
0.4718853533267975,0.449905791233072,0.4836085233411397,0.5247242521601347,0.5214478621133042
0.47400104999542236,0.5380197868483265,0.5137342934240384,0.5316538209065338,0.5694955738980855
0.504503071308136,0.6260669643550456,0.5693936935438276,0.5559805524428842,0.570310453847309
0.5287997126579285,0.6749888891553384,0.6063844893202291,0.5791088432639147,0.5831089786238003
0.5455724000930786,0.6796753339404409,0.6163064710712521,0.592309915720914,0.5693643453044012
0.5458974838256836,0.7087907575454968,0.6073940421095775,0.6005542463749196,0.5629327886405968
0.5391258597373962,0.6913381360030197,0.5980406847361258,0.598837118427004,0.5682971206789188
0.5330504179000854,0.675217818673236,0.5938871089507592,0.6096742213873134,0.5134266424415731
0.519824206829071,0.6130264608607081,0.5325259915138664,0.5719050520155564,0.4349609165027551
0.4630569517612457,0.4983242612009818,0.44775648086940045,0.5234151973468559,0.43439900630880834
0.4060060977935791,0.5046687706782296,0.45990389187757874,0.5103739821949838,0.44191582708923693
0.41344213485717773,0.5068535894454833,0.4659494624227377,0.4956475416455419,0.4486408405899598
0.4208201467990875,0.48600083267842314,0.4517750798699246,0.49663549984868993,0.4180100960726781
0.4060981273651123,0.34917945025478164,0.36971794460966934,0.4826638144592401,0.3938649050813678
0.3683790862560272,0.16378031533425813,0.2858595958864055,0.469574379178167,0.33811069216836864
0.31183481216430664,0.06173954529142939,0.18401553234430082,0.4048055560110273,0.14697535681581023
0.21633215248584747,-0.09940398980205484,0.03618534066273784,0.2646959805867788,0.1793353382028977
0.12642934918403625,0.04478806682998454,0.09404471256708127,0.23774007191398472,0.22119741894515207
0.1525193601846695,-0.1933601314226256,0.013693539939939069,0.24286605992697496,0.276471002586827
0.14688163995742798,-0.05685068250799369,0.07166861223108714,0.2973118327200204,0.3064515408688171
0.18082191050052643,-0.06596249311280394,0.08717852536224516,0.27938831768119377,0.3039564404457755
0.19250822067260742,-0.03297525187745326,0.09212366217628545,0.29216003166165494,0.33771890117112496
0.20271934568881989,-0.030338012629113453,0.08276248866978722,0.309948771352328,0.35803904753094434
0.21475757658481598,-0.04367073431665397,0.10117231245637828,0.3263975522141037,0.3531826861220177
0.22785882651805878,-0.014638403977575265,0.12319684437183578,0.3265533635254616,0.37990024608753337
0.23987531661987305,0.07929589500504647,0.18605764004711048,0.34314841514077077,0.3945557183394275
0.27377623319625854,0.11367435737029014,0.217578650786476,0.3566557259762443,0.4347905912023953
0.2985188066959381,0.23927975329094658,0.29723388606190604,0.39275770515188035,0.4993012985978572
0.36024752259254456,0.23230801444673227,0.3032816413757261,0.43766069236923055,0.5142303514391667
0.37968137860298157,0.13765136154162533,0.294216355866194,0.47072755756963724,0.5582680529611624
0.3924803137779236,0.1520118798313173,0.30389995045656015,0.49267073940779005,0.5922194755182544
0.4108831584453583,0.27509515157809955,0.36583576232720205,0.504569965118157,0.670049770882964
0.46204209327697754,0.3710668190283915,0.448563440092408,0.5483091474283319,0.6810857458883226
0.5116747617721558,0.38287157789186327,0.46788473852486956,0.5802578690138422,0.6929537490087831
0.5197792649269104,0.44255831247663996,0.5602809583443121,0.601850322606422,0.6756255956151261
0.5235487222671509,0.4661578122755861,0.5917221304467174,0.5975874455583463,0.6518211411869579
0.5150457620620728,0.4163672176990126,0.6564186190709701,0.5950122854476549,0.6275383703303367
0.4956302344799042,0.32647567306736863,0.6129765412890401,0.5870388245324651,0.6896002718711969
0.5004063248634338,0.3689833288385585,0.6465949375861691,0.6016770797857216,0.6819011926657772
0.5277873277664185,0.38050248062365083,0.6670491148315395,0.5921159706285073,0.6971493027381059
0.5336693525314331,0.31124144516487445,0.6070807679269051,0.6048754441499309,0.6943921712030927
0.5313721895217896,0.30106681635421034,0.5901438311561807,0.6022069897815279,0.6916476020998771
0.5290104150772095,0.28656941504648065,0.5646546883752929,0.5944134305045699,0.651976519077611
0.5199639797210693,0.16565587868177395,0.4567494691067503,0.5728383546636711,0.6645911880167672
0.4931238889694214,0.023035439534437263,0.39732820128250623,0.5727871377942064,0.6723505556469299
0.4766700863838196,-0.005423657485335631,0.429686217523889,0.5651515893032086,0.6731714839355221
0.4928804636001587,0.02811982250970574,0.46439437441514386,0.5348743346842069,0.6949819044870557
0.5064775347709656,0.07311105833810477,0.4920498461685733,0.5421795344394049,0.6704322672671131
0.5147966146469116,0.021089157106231327,0.4317078219614575,0.5294270110159363,0.6876298699453596
0.5075545310974121,-0.003715558109420758,0.43979978619691285,0.5417036765168302,0.7155957798930093
0.5269744396209717,-0.053162035856175016,0.4379203295201092,0.555871320367773,0.7487037655092936
0.5465736985206604,-0.04169622467344486,0.4531800443753592,0.5716276911106644,0.8621150404903063
0.6031380891799927,-0.013230241326968872,0.47243294834026905,0.6258207435427448,0.9006439560297689
0.6654042601585388,0.08989594515637195,0.526902532243482,0.6627192043877692,0.9092896499734728
0.6994802951812744,0.1404463792773159,0.5687840135495722,0.6804760910112388,0.9470337446865976
0.7229655981063843,0.1659343327849337,0.6032859128129396,0.7197359787793685,0.9354802022083196
